"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL","GENENAME"
"ENSCAFG00000000094",1962.99924914396,1.12017254352896,0.272589860941567,4.10936980436365,3.96740314959158e-05,0.000646246679402614,"LMAN1","lectin, mannose binding 1"
"ENSCAFG00000001269",207.792476015298,2.78685724680092,0.679565910130538,4.1009373855519,4.11479898396502e-05,0.000668462125753675,"ADGRB1","adhesion G protein-coupled receptor B1"
"ENSCAFG00000014530",943.342498623472,-2.0932099032242,0.510525622062255,-4.10010744371406,4.12958368414147e-05,0.000669669176063227,"ABLIM2","actin binding LIM protein family member 2"
"ENSCAFG00000004165",3052.97653431157,-2.32661364146428,0.567819842450294,-4.09745040156456,4.17725633908807e-05,0.000675595161555354,"NDNF","neuron derived neurotrophic factor"
"ENSCAFG00000004143",336.055104550387,-1.22936815406522,0.300485048233097,-4.0912789547903,4.29000728471567e-05,0.000691374536831478,"GATA2","GATA binding protein 2"
"ENSCAFG00000020022",142.688467580815,1.49938657641325,0.366675691643833,4.08913546925183,4.32983937457612e-05,0.000696560996911711,"SASS6","SAS-6 centriolar assembly protein"
"ENSCAFG00000016392",2486.15394633853,1.06098874747261,0.259723032514654,4.08507761980157,4.40620846777223e-05,0.000708221203941749,"TTYH3","tweety family member 3"
"ENSCAFG00000013662",415.025575709508,-1.03259643315351,0.252966434482297,-4.08195037917482,4.46593332092527e-05,0.000716556050285199,"CDC42EP2","CDC42 effector protein 2"
"ENSCAFG00000001652",371.188327946664,-1.13623983486801,0.278755935680785,-4.07610992064818,4.57953771271507e-05,0.000734136983153646,"HACD4","3-hydroxyacyl-CoA dehydratase 4"
"ENSCAFG00000006058",445.524973648683,-1.33076200667136,0.326576446286974,-4.07488666681727,4.60367616977675e-05,0.000737357491009712,NA,NA
"ENSCAFG00000002049",2253.49462392394,-1.01234271381183,0.248524688021086,-4.07340905192459,4.63299483554683e-05,0.000741401308876479,"RUSC2","RUN and SH3 domain containing 2"
"ENSCAFG00000004971",344.721647472978,-1.21889731980021,0.299299663704742,-4.07249812683601,4.65115743610932e-05,0.000743002000605147,"ACTR3B","actin related protein 3B"
"ENSCAFG00000043492",553.764666123331,-1.27972625446617,0.314337789704182,-4.07118169174154,4.67752468086993e-05,0.00074655917583981,NA,NA
"ENSCAFG00000007175",101.802307914601,-1.29637181822768,0.318540961954564,-4.06971778534591,4.70701209231397e-05,0.000749950981742167,"ZNF772","zinc finger protein 772"
"ENSCAFG00000018731",98.2597307516024,1.52173248974187,0.374071983537521,4.06802047924349,4.74142151080456e-05,0.000754113774089623,"LMBRD2","LMBR1 domain containing 2"
"ENSCAFG00000005853",35.6806498965046,2.54599293516849,0.625983101156702,4.06719115973572,4.75832087875432e-05,0.000756141200026134,"PPP1R27","protein phosphatase 1 regulatory subunit 27"
"ENSCAFG00000035513",15.6948866888883,6.10523628898058,1.50158426887521,4.06586324559315,4.7854992887005e-05,0.000759135257373909,"LOC111093651","uncharacterized LOC111093651"
"ENSCAFG00000001446",226.421151161482,-1.33442923814993,0.328601256616092,-4.06093772096847,4.88760093403732e-05,0.000771969649694307,"FRMD3","FERM domain containing 3"
"ENSCAFG00000006740",3733.73455753625,-1.91583241425086,0.472130659660328,-4.05784368172404,4.95278996965634e-05,0.000781588025454173,"OLFML1","olfactomedin like 1"
"ENSCAFG00000014827",556.313119816471,-1.26697330990589,0.312316895464889,-4.05669154728237,4.97727448712992e-05,0.000784771824113619,"EZH1","enhancer of zeste 1 polycomb repressive complex 2 subunit"
"ENSCAFG00000042390",2462.42290394935,1.00928420529419,0.248835483348775,4.05603007943827,4.99138343169792e-05,0.000786315602721893,"TUBB2A","tubulin beta 2A class IIa"
"ENSCAFG00000010090",13664.4365745202,-2.13570953162369,0.526672875364741,-4.0550968761105,5.01135290831993e-05,0.000788779151369181,"IGF2","insulin like growth factor 2"
"ENSCAFG00000028843",197.037923898014,-1.97914494557028,0.488145676096358,-4.05441457844565,5.0260011916572e-05,0.000789719652297405,"MAP1LC3C","microtubule associated protein 1 light chain 3 gamma"
"ENSCAFG00000044731",54.396952080892,1.7106364636469,0.421958112883183,4.05404330765999,5.03398906402572e-05,0.000790292886594589,NA,NA
"ENSCAFG00000030902",112.21903108649,1.65937737274123,0.409541672130718,4.05179127219949,5.08269995061512e-05,0.000796991006669145,"TRIM59","tripartite motif containing 59"
"ENSCAFG00000031321",15.9614890198329,-4.73701113951753,1.16915123877863,-4.0516666983701,5.0854074446738e-05,0.000796991006669145,"WNT6","Wnt family member 6"
"ENSCAFG00000014535",63.8335971278917,3.30189182325375,0.81548330964908,4.04899988042015,5.1436971083605e-05,0.000803360789368379,"GPC2","glypican 2"
"ENSCAFG00000017453",2514.00224785643,1.05279905691051,0.260093101903847,4.04777769654082,5.17062192740559e-05,0.000806183184246431,"INTS3","integrator complex subunit 3"
"ENSCAFG00000009386",48.7791442424454,-4.73696975717964,1.17102095180448,-4.04516225766947,5.2286896969156e-05,0.000814539504452781,"HPSE2","heparanase 2 (inactive)"
"ENSCAFG00000009329",3533.71514357103,-1.12188985161604,0.277462654159273,-4.04339047002714,5.26837732371798e-05,0.000820020678993403,"PDLIM2","PDZ and LIM domain 2"
"ENSCAFG00000018963",255.575556984953,-1.16556021652051,0.288293857620676,-4.04295889666196,5.2780876094855e-05,0.000820130148944884,"ATF7IP2","activating transcription factor 7 interacting protein 2"
"ENSCAFG00000031795",245.777424819212,-3.59618816055979,0.889490349972847,-4.04297602629368,5.27770187434169e-05,0.000820130148944884,NA,NA
"ENSCAFG00000012836",5819.41187451949,1.68959857368371,0.417987335981769,4.04222431695253,5.29465446825872e-05,0.000822003005298036,"ADAMTS4","ADAM metallopeptidase with thrombospondin type 1 motif 4"
"ENSCAFG00000007539",722.926339972499,-1.74244321562776,0.431234661211845,-4.04059175283172,5.33165003996714e-05,0.00082493355036399,"ADM","adrenomedullin"
"ENSCAFG00000014581",290.459222459539,1.10426923459065,0.27343226983539,4.03854759079986,5.37831824758389e-05,0.000831447823486845,"ARL4D","ADP ribosylation factor like GTPase 4D"
"ENSCAFG00000028627",110.544606126331,-1.26758241011636,0.314020603770234,-4.03662178499549,5.42263824130705e-05,0.0008368785170546,NA,NA
"ENSCAFG00000004453",2518.42438151854,1.14273380500973,0.283156033136699,4.03570353896735,5.44389213715901e-05,0.000839235378539359,"ABHD5","abhydrolase domain containing 5, lysophosphatidic acid acyltransferase"
"ENSCAFG00000019408",845.102547695386,1.07509818765659,0.266405925303311,4.03556409803031,5.44712655775917e-05,0.000839235378539359,"ARHGAP4","Rho GTPase activating protein 4"
"ENSCAFG00000016010",11649.1683658295,1.2193496282342,0.302193479085023,4.03499649273085,5.46031132002801e-05,0.000839571609636418,"FSCN1","fascin actin-bundling protein 1"
"ENSCAFG00000004096",92.7829434075777,-1.12081919697986,0.27793053660322,-4.03273138201421,5.51322870291194e-05,0.000845129696201425,"TTC26","tetratricopeptide repeat domain 26"
"ENSCAFG00000009443",580.689641862484,-1.40091941895319,0.347371443177429,-4.03291475585582,5.5089267253227e-05,0.000845129696201425,"IRX5","iroquois homeobox 5"
"ENSCAFG00000002246",266.756783773546,-1.72734246612822,0.428541462223019,-4.03074759013466,5.55997266414599e-05,0.000851578319484968,"GLCCI1","glucocorticoid induced 1"
"ENSCAFG00000007923",323.988615330679,1.61747658430413,0.401779938762082,4.02577736779917,5.67873983868321e-05,0.000868308406400168,"MSC","musculin"
"ENSCAFG00000005758",29.3526634538298,-3.04231615669624,0.755967659337137,-4.02439987890999,5.7120788525004e-05,0.000872673389118161,"LOC475575","A disintegrin and metallopeptidase domain 3-like"
"ENSCAFG00000002187",900.731964212194,-1.57764222530628,0.392237193210108,-4.02216376370303,5.76659402444303e-05,0.000879526329808475,"DLX6","distal-less homeobox 6"
"ENSCAFG00000030172",101.887163612551,-1.33192329109337,0.331356899647735,-4.01960331144256,5.82962144957965e-05,0.000888395282161464,"LOC106558999","zinc finger protein 677-like"
"ENSCAFG00000013645",77.7168884606081,-1.32475092747308,0.3296162086891,-4.01907094539338,5.84280770263156e-05,0.000889660293249359,"LOC609323","putative serine protease 46"
"ENSCAFG00000011251",40.9789178736824,-3.98617758452593,0.99215976376021,-4.01767712229996,5.87746543298861e-05,0.000894189832916923,"NLGN4X","neuroligin 4 X-linked"
"ENSCAFG00000012675",813.328854858999,-1.66585585667,0.414704278346468,-4.01697292179428,5.89504948058715e-05,0.000896089240992604,"SELENBP1","selenium binding protein 1"
"ENSCAFG00000008485",34.7347167788327,2.30393891455064,0.573802333663464,4.01521356638801,5.93919895782789e-05,0.000899823229792045,"MED12L","mediator complex subunit 12L"
"ENSCAFG00000009427",4098.9787764929,-1.3657482608121,0.34013381381514,-4.01532633728198,5.93635970558749e-05,0.000899823229792045,"PTPN13","protein tyrosine phosphatase non-receptor type 13"
"ENSCAFG00000008597",750.574684351858,-1.15994601628479,0.289055383317423,-4.01288501522565,5.99811349831409e-05,0.000907993723339966,"ANGPT2","angiopoietin 2"
"ENSCAFG00000000882",301.04075004638,1.14339580090251,0.285330048958357,4.00727440056403,6.14234858856075e-05,0.000928284731504396,"DSCC1","DNA replication and sister chromatid cohesion 1"
"ENSCAFG00000028906",54.4065888250109,-1.4889655440578,0.371627829420717,-4.00660398974628,6.15980119395467e-05,0.000930150410805212,NA,NA
"ENSCAFG00000008109",236.998212245462,-8.77312209747063,2.19073008238945,-4.0046567890745,6.21075868973433e-05,0.000935518002471066,NA,NA
"ENSCAFG00000049304",1014.0904193157,1.0250649333632,0.256411605521607,3.99773220591148,6.39522433721644e-05,0.000959336329530878,NA,NA
"ENSCAFG00000024052",126.314232646877,1.06822190536645,0.26740086186624,3.99483344186377,6.47397491425356e-05,0.000969552279304865,"GGN","gametogenetin"
"ENSCAFG00000019953",158.231383207786,1.28580732202929,0.321930474960122,3.9940528220839,6.49533831985225e-05,0.000971952392299337,"NCS1","neuronal calcium sensor 1"
"ENSCAFG00000001873",451.216397244648,-1.000429708558,0.250560977933094,-3.9927594344924,6.53088169258106e-05,0.00097566764974236,"TCP11L2","t-complex 11 like 2"
"ENSCAFG00000030830",2913.28333532341,-2.00756452107855,0.503140518401623,-3.99006728270699,6.60545548339221e-05,0.000985999588590619,"AOC2","amine oxidase copper containing 2"
"ENSCAFG00000008621",34.4767362365921,-1.75664836766053,0.44063837056695,-3.98659872811422,6.70272439886577e-05,0.000999699541586769,"TLL2","tolloid like 2"
"ENSCAFG00000018016",88.8653870796231,-4.2901995438019,1.07788934270446,-3.98018551054384,6.88615094772351e-05,0.00102537771798032,"COL4A6","collagen type IV alpha 6 chain"
"ENSCAFG00000012444",639.205047143658,1.04788405534899,0.263298306673564,3.97983590774911,6.89628533097062e-05,0.00102604781178355,"ALG3","ALG3 alpha-1,3- mannosyltransferase"
"ENSCAFG00000008531",23.8340165126986,2.0274649164437,0.509633096263856,3.97828345785848,6.94145888735703e-05,0.00103192577794007,NA,NA
"ENSCAFG00000015473",28.4157417348332,3.42705621541681,0.861782708363723,3.97670570801287,6.98765537427658e-05,0.00103735657142551,"AIPL1","aryl hydrocarbon receptor interacting protein like 1"
"ENSCAFG00000018722",466.514167106942,1.00950772320399,0.253871402994703,3.97645308331576,6.99507918132189e-05,0.00103735657142551,"NDE1","nudE neurodevelopment protein 1"
"ENSCAFG00000009398",65.3432014692806,-3.08231322571838,0.775262404984547,-3.97583219036633,7.01335689744917e-05,0.00103845188604342,"MSTN","myostatin"
"ENSCAFG00000043280",446.307714627906,-1.40994107997343,0.354629466941969,-3.97581479094672,7.01386974813798e-05,0.00103845188604342,"SHC2","SHC adaptor protein 2"
"ENSCAFG00000038477",25.0714256236065,-4.28311450481562,1.07756298306693,-3.97481592456448,7.04337104931687e-05,0.00104197262533801,"LOC102153906","uncharacterized LOC102153906"
"ENSCAFG00000009538",566.812709600064,1.14746339053742,0.288825472050382,3.97286078125846,7.10145586802099e-05,0.00104971276633547,"NUSAP1","nucleolar and spindle associated protein 1"
"ENSCAFG00000029367",65.6966713059963,-3.5614591417936,0.896706799036692,-3.97170975576362,7.13586297291265e-05,0.00105394323276328,"COL28A1","collagen type XXVIII alpha 1 chain"
"ENSCAFG00000017403",252.035007951161,-2.57008075936183,0.647201904855921,-3.97106488729198,7.15520860837577e-05,0.00105594411642732,"NTN1","netrin 1"
"ENSCAFG00000000184",265.993316928884,-2.62452384485044,0.661065723425129,-3.97014056522579,7.18302420579166e-05,0.00105919071912285,"MOXD1","monooxygenase DBH like 1"
"ENSCAFG00000013689",917.776309344928,1.0995478854291,0.277159235814332,3.96720636856456,7.27200215400398e-05,0.00107057745534815,"RFC4","replication factor C subunit 4"
"ENSCAFG00000016503",83.8128242741985,-1.72735021795601,0.435393508856701,-3.96733112188985,7.26819795071394e-05,0.00107057745534815,"RRAGB","Ras related GTP binding B"
"ENSCAFG00000017113",202.768762886268,-1.27426282332476,0.321697382142369,-3.96106059315345,7.46175929759474e-05,0.00109585563361692,"DCST1","DC-STAMP domain containing 1"
"ENSCAFG00000004355",1202.28079617653,-1.72595837258646,0.435852467702093,-3.95996007934996,7.49622935191749e-05,0.00109914519104484,"LIMS2","LIM zinc finger domain containing 2"
"ENSCAFG00000013184",136.99808767232,3.04297587807371,0.768427374488509,3.96000452235218,7.49483440488882e-05,0.00109914519104484,"PDCD1","programmed cell death 1"
"ENSCAFG00000013881",55.9865728645551,-2.45422017638759,0.619881857247064,-3.95917407114791,7.52094065434295e-05,0.00110188133754014,"RIMKLB","ribosomal modification protein rimK like family member B"
"ENSCAFG00000024189",22858.7698378202,-1.79471661041589,0.453354030665678,-3.95875295909608,7.5342116627822e-05,0.00110293833272449,"SERPINF1","serpin family F member 1"
"ENSCAFG00000041364",13.5099665160428,-4.20773070472551,1.06301798029998,-3.95828742571043,7.54890834432783e-05,0.00110420216753859,"NKAIN2","sodium/potassium transporting ATPase interacting 2"
"ENSCAFG00000005579",173.775148048466,1.30446185937544,0.329731393174926,3.95613486121234,7.61721702445299e-05,0.00111240689039546,"LRFN1","leucine rich repeat and fibronectin type III domain containing 1"
"ENSCAFG00000012254",60.425356319309,2.33082973917932,0.589425581192494,3.95440885762662,7.67241116837368e-05,0.00111956954957735,"LTB4R","leukotriene B4 receptor"
"ENSCAFG00000012434",2829.01897534972,-1.03753572326027,0.26256827890521,-3.95148921867606,7.76663717473961e-05,0.00113090428764544,"CTSF","cathepsin F"
"ENSCAFG00000014943",2440.26660995863,-1.05149659972568,0.266105662782878,-3.9514251171108,7.76871815850007e-05,0.00113090428764544,"CYP27A1","cytochrome P450 family 27 subfamily A member 1"
"ENSCAFG00000006188",4564.78607982967,-1.0634193038754,0.269326599715416,-3.94843771465228,7.86628763599595e-05,0.00114419300430609,"ADGRA2","adhesion G protein-coupled receptor A2"
"ENSCAFG00000010370",226.189326986289,1.61615308491287,0.40954517164114,3.94621447601637,7.93964995521799e-05,0.00115302205210905,"MS4A7","membrane spanning 4-domains A7"
"ENSCAFG00000019666",633.517248591288,-1.61046526889443,0.408196548372742,-3.94531819368507,7.96940797897086e-05,0.00115642142394453,"PER3","period circadian regulator 3"
"ENSCAFG00000005548",97.60220345072,1.21913533911095,0.309145884003561,3.94355998961613,8.02808974133812e-05,0.00116308307302712,"RAD18","RAD18 E3 ubiquitin protein ligase"
"ENSCAFG00000025345",930.404762352008,-2.0245553008848,0.513657658414674,-3.9414486822474,8.09909642124017e-05,0.00117243755903978,"RELN","reelin"
"ENSCAFG00000010021",33.4423974655121,4.89669116682162,1.24275520283793,3.94018963319535,8.14172240311507e-05,0.001176737354628,NA,NA
"ENSCAFG00000010387",2843.1025326858,1.25368913837168,0.318334660962024,3.93827406221795,8.20698233814892e-05,0.00118428966212385,"FAP","fibroblast activation protein alpha"
"ENSCAFG00000000843",38.4595999873967,-3.363601442402,0.855294037292316,-3.93268431176074,8.40025257560092e-05,0.00120657275456255,"UPK3A","uroplakin 3A"
"ENSCAFG00000012206",2535.3814808423,-1.61608547153628,0.410983652539519,-3.93223784340397,8.41587367331977e-05,0.00120678327137659,"ACKR3","atypical chemokine receptor 3"
"ENSCAFG00000016594",812.357256318062,1.15479586159019,0.293671692309609,3.93226821593933,8.4148101251514e-05,0.00120678327137659,"DCTPP1","dCTP pyrophosphatase 1"
"ENSCAFG00000009537",8176.44997842146,-1.66579203813664,0.423869790498796,-3.92996168983024,8.49593969250173e-05,0.00121634872437224,"SPARCL1","SPARC like 1"
"ENSCAFG00000030496",37.9906610447558,-2.21227876989401,0.563088361792423,-3.9288305708395,8.53599516507102e-05,0.00122016489757542,"FHAD1","forkhead associated phosphopeptide binding domain 1"
"ENSCAFG00000030331",41.5786126086283,-1.57699156776428,0.401415411708269,-3.92857753281872,8.5449802041147e-05,0.0012204912509579,"LOC478183","pre-mRNA-splicing factor SYF2"
"ENSCAFG00000004521",1769.54352351959,-1.00262059575446,0.255265170822838,-3.92776105146873,8.57403333667952e-05,0.00122272295297001,"FGD5","FYVE, RhoGEF and PH domain containing 5"
"ENSCAFG00000002952",18.4739763643384,-6.19392838296322,1.5784273254285,-3.92411375752238,8.70495973981738e-05,0.00123751773475265,"NPFFR2","neuropeptide FF receptor 2"
"ENSCAFG00000011781",163.93538564421,-1.22318433297157,0.311760795316352,-3.92347065874774,8.72823997587763e-05,0.00123889304910918,"GPER1","G protein-coupled estrogen receptor 1"
"ENSCAFG00000019698",1521.82966732977,-1.6696981049484,0.425795605161586,-3.92136058876128,8.80503852391258e-05,0.00124784868917488,"PALM","paralemmin"
"ENSCAFG00000017474",87.4494960486668,2.1786113553913,0.555730756318501,3.9202641398215,8.8451967280035e-05,0.00125256514474084,"MPO","myeloperoxidase"
"ENSCAFG00000006953",3485.28818458785,-1.08684369365138,0.277281467771961,-3.91964058176875,8.86811209376015e-05,0.00125483441600207,"PDGFRL","platelet derived growth factor receptor like"
"ENSCAFG00000005057",18.3034426370847,-4.74666876426439,1.21208208800347,-3.91612813294112,8.99824366641753e-05,0.00127225943640629,"ITIH2","inter-alpha-trypsin inhibitor heavy chain 2"
"ENSCAFG00000031380",62.086614903377,-2.56654605190187,0.655687498666508,-3.91428242435846,9.06734563495626e-05,0.00128103515405887,"C1QTNF7","C1q and TNF related 7"
"ENSCAFG00000009017",271.748469101086,-1.33623423344517,0.341634053000199,-3.91130281571898,9.17995876592726e-05,0.00129493593405346,"PPP1R16B","protein phosphatase 1 regulatory subunit 16B"
"ENSCAFG00000047714",51.7995767100668,-1.83818590843634,0.469955716838798,-3.91140237808164,9.17617460764809e-05,0.00129493593405346,NA,NA
"ENSCAFG00000010022",120.292446823159,-2.17780608176357,0.556896000066558,-3.91061541383541,9.20612572787331e-05,0.00129762194760295,"ABCD2","ATP binding cassette subfamily D member 2"
"ENSCAFG00000013756",1545.14978968059,-1.04628753090311,0.267607364606002,-3.90978601221815,9.23779189831591e-05,0.00130107833147897,"CLEC14A","C-type lectin domain containing 14A"
"ENSCAFG00000010427",79.6238083238584,-2.27533178715125,0.582014780220784,-3.90940550734488,9.25235379646767e-05,0.00130183505801774,"IRX2","iroquois homeobox 2"
"ENSCAFG00000025649",18.0487894702507,-3.18088066736366,0.813675930990997,-3.90927216378342,9.25746197426265e-05,0.00130183505801774,"MIR145","microRNA mir-145"
"ENSCAFG00000013697",83.5041403119191,2.31053983885481,0.591133996417576,3.9086566715115,9.28107503639978e-05,0.00130414859172744,"C17H1orf162","chromosome 17 C1orf162 homolog"
"ENSCAFG00000006306",92.7827875945276,1.241628383296,0.3176852047426,3.90836074441054,9.2924483746784e-05,0.00130473999499821,"MORN2","MORN repeat containing 2"
"ENSCAFG00000001613",183.395731573836,1.21560666608365,0.311120452394477,3.90718982544534,9.33757940166113e-05,0.00130505021645319,"MED20","mediator complex subunit 20"
"ENSCAFG00000011452",41.3265156448266,-5.02601880737057,1.28628276775976,-3.90739807245035,9.32953778004347e-05,0.00130505021645319,NA,NA
"ENSCAFG00000018036",17225.8345376944,1.10305536793495,0.282281407184802,3.90764442807532,9.3200330095402e-05,0.00130505021645319,"HSP90AA1","heat shock protein 90 alpha family class A member 1"
"ENSCAFG00000031608",342.850423833004,-1.12651317270739,0.288292183202716,-3.9075397750735,9.32406956192111e-05,0.00130505021645319,"NUDT2","nudix hydrolase 2"
"ENSCAFG00000031934",183.262199929342,-1.10254081278942,0.282333192060539,-3.90510518704088,9.41844091154614e-05,0.00131533149877428,NA,NA
"ENSCAFG00000001380",570.615979976078,-2.79647015518524,0.716229189427303,-3.90443477655706,9.44458583348611e-05,0.00131797205067905,"NTRK2","neurotrophic receptor tyrosine kinase 2"
"ENSCAFG00000007173",47.2839784562936,7.94952549513191,2.03665971030002,3.90321733912087,9.49223924555029e-05,0.00132360772512034,NA,NA
"ENSCAFG00000029836",245.294051469528,1.35017890056114,0.345940892658003,3.9029178949825,9.50399494707154e-05,0.00132423299143932,"CENPW","centromere protein W"
"ENSCAFG00000003532",36.4684235035695,-3.32870687339411,0.853328583183601,-3.90085008165947,9.58555005810221e-05,0.0013325378023519,"AASS","aminoadipate-semialdehyde synthase"
"ENSCAFG00000012663",2501.25160741162,1.3335757871061,0.341867704404055,3.90085337084062,9.5854198087563e-05,0.0013325378023519,"GPC1","glypican 1"
"ENSCAFG00000007807",233.680654692825,-1.23837499146141,0.317652888749743,-3.8985163847732,9.67838530034711e-05,0.00134441704580184,"STOX2","storkhead box 2"
"ENSCAFG00000001796",403.041692426153,1.04679039384874,0.268870954549236,3.89328179982733,9.88971574300136e-05,0.00136855329328114,"TMEM33","transmembrane protein 33"
"ENSCAFG00000015590",634.235362182622,-1.60578086947948,0.412737150775092,-3.89056537911339,0.000100010925320024,0.00138097200979039,"CPAMD8","C3 and PZP like alpha-2-macroglobulin domain containing 8"
"ENSCAFG00000017013",516.172454596503,-1.84824987412153,0.475754589419878,-3.88488080876999,0.000102380103296965,0.0014092547703258,"SGCA","sarcoglycan alpha"
"ENSCAFG00000007297",13.2541968855995,2.83716511461224,0.730617163333178,3.88324454584217,0.000103071811555609,0.00141663453602958,"PMCH","pro-melanin concentrating hormone"
"ENSCAFG00000014766",189.268621696655,-1.11554562679382,0.287260274334631,-3.88339678842718,0.000103007267408517,0.00141663453602958,"LOC491550","probable low-specificity L-threonine aldolase 2"
"ENSCAFG00000000480",52.2155140670151,1.47573575685606,0.380199352797353,3.88147887680026,0.000103823171244521,0.00142524316724317,"NIPAL2","NIPA like domain containing 2"
"ENSCAFG00000001911",2097.6986722794,1.0140027810866,0.261246316611702,3.8814050825212,0.000103854685790549,0.00142524316724317,"ALDH1L2","aldehyde dehydrogenase 1 family member L2"
"ENSCAFG00000016476",18.7846048274647,-6.00437925441713,1.54723816772886,-3.88070781839021,0.000104152905029874,0.00142825945293602,"PFKFB1","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
"ENSCAFG00000011840",203.076049794902,-1.83552982193207,0.473198982174255,-3.87898091728384,0.000104894982263724,0.00143735328969502,"SYT12","synaptotagmin 12"
"ENSCAFG00000024101",130.846818032146,2.71780395240208,0.700747343601518,3.87843632547192,0.000105130035108486,0.00143944635603573,"CHST8","carbohydrate sulfotransferase 8"
"ENSCAFG00000029652",21.900585252884,3.00232668621195,0.774469544865567,3.87662330444911,0.000105916145257997,0.00144708734168409,NA,NA
"ENSCAFG00000017596",168.406229114228,-1.08584631459636,0.280524516485991,-3.87077153967964,0.000108491433164399,0.00147754066706939,"TMEM220","transmembrane protein 220"
"ENSCAFG00000000229",1974.99552719556,1.1050391807872,0.285608748176838,3.86906629380624,0.000109252936075534,0.00148386674089493,"MARS1","methionyl-tRNA synthetase 1"
"ENSCAFG00000001998",90.4802869142525,1.06046292201544,0.274089813332123,3.86903442022651,0.000109267217590473,0.00148386674089493,"CDK6","cyclin dependent kinase 6"
"ENSCAFG00000009187",4024.12519494719,1.21104058356675,0.313241267509364,3.86615912135698,0.000110562816371336,0.001500342361355,"LOXL2","lysyl oxidase like 2"
"ENSCAFG00000012082",2724.72216785114,-1.07980425062621,0.279358512046876,-3.8652992626372,0.000110953071756824,0.00150451704375541,"SEMA4B","semaphorin 4B"
"ENSCAFG00000015912",6479.01213395743,-1.00126896399048,0.259247438729995,-3.86221352425123,0.000112364290509032,0.00151912850368224,"JUP","junction plakoglobin"
"ENSCAFG00000007793",434.696065253113,-2.51286381101466,0.650780393334179,-3.86130841794474,0.000112781428843797,0.0015228865202929,"ENPP6","ectonucleotide pyrophosphatase/phosphodiesterase 6"
"ENSCAFG00000010864",59.7125852508256,-2.07662036005489,0.537942449400157,-3.86030208690625,0.00011324693358189,0.00152652842891177,"SCN3A","sodium voltage-gated channel alpha subunit 3"
"ENSCAFG00000013320",1425.41199641142,-2.35301693541189,0.609781343586541,-3.858788006816,0.000113950726809093,0.00153487920556242,"APOA1","apolipoprotein A1"
"ENSCAFG00000003402",2362.37253324242,-1.23005246542372,0.318804296101499,-3.85833089599303,0.000114164016094084,0.00153661559282289,"CAV2","caveolin 2"
"ENSCAFG00000029297",120.064531889102,1.76239984807734,0.456879149272654,3.85747489436334,0.000114564442204398,0.00154086636409475,"ANKRD22","ankyrin repeat domain 22"
"ENSCAFG00000013713",214.000579680417,1.03563235168162,0.268520120040092,3.85681472035317,0.000114874167139642,0.00154389185076016,"GK","glycerol kinase"
"ENSCAFG00000029570",1621.12597084276,-1.18726096997502,0.307890192690914,-3.85611818161059,0.000115201808920268,0.0015471534972323,"KANK3","KN motif and ankyrin repeat domains 3"
"ENSCAFG00000017544",136.149659169307,-1.93740057379761,0.502599775637643,-3.85475813501836,0.00011584409739203,0.00155463290906872,"S100A14","S100 calcium binding protein A14"
"ENSCAFG00000015198",244.040217619202,-1.10363498050495,0.286366600279407,-3.85392353517533,0.000116239911656463,0.00155879604652124,"PELI2","pellino E3 ubiquitin protein ligase family member 2"
"ENSCAFG00000000429",92.4614054453185,-2.42912988100373,0.630550638665773,-3.85239460885124,0.000116968325153214,0.00156740998481617,"CCDC170","coiled-coil domain containing 170"
"ENSCAFG00000009817",40.8516113408947,2.31231184165859,0.600366082370133,3.85150312377744,0.000117395032345038,0.00157081626306795,NA,NA
"ENSCAFG00000011368",453.155699963394,-1.74285200569904,0.452558899481532,-3.85110536483916,0.000117585891923331,0.00157221488826415,"TLR5","toll like receptor 5"
"ENSCAFG00000042483",119.934031878085,-1.24419893861891,0.323307592252648,-3.84834432730126,0.000118918828085378,0.00158770584916629,NA,NA
"ENSCAFG00000000701",4289.75666192992,1.53756407995632,0.399630619229774,3.84746314714257,0.000119347222750724,0.00159109244034658,"LOC481722","complement C4-A"
"ENSCAFG00000006389",270.416096119813,-1.34474967710724,0.349505127481645,-3.84758211359248,0.00011928930115729,0.00159109244034658,"SLC4A11","solute carrier family 4 member 11"
"ENSCAFG00000030693",65.8078914705846,-1.31893948968337,0.343016375971581,-3.84512105565667,0.000120492938948813,0.00160401820993921,"KIAA0040","KIAA0040"
"ENSCAFG00000024978",14.5839703428471,-3.10359375686684,0.807534670238467,-3.84329474789031,0.000121393529070118,0.00161482655799555,"LRRN4","leucine rich repeat neuronal 4"
"ENSCAFG00000019572",1036.73502793398,1.22719438426785,0.319664752275865,3.83900438046669,0.000123534226898985,0.00163732300295299,"ICMT","isoprenylcysteine carboxyl methyltransferase"
"ENSCAFG00000020017",155.694244129031,1.41909373692713,0.369673391280577,3.83877706753866,0.000123648632560474,0.00163764745277003,"CENPN","centromere protein N"
"ENSCAFG00000013651",30.1093179200034,-3.48240664315814,0.907555582949773,-3.83712767414144,0.000124481762103164,0.00164509243081329,"UPK3B","uroplakin 3B"
"ENSCAFG00000017357",1292.92762557616,1.32569315132528,0.345480474374348,3.83724479285278,0.000124422429860096,0.00164509243081329,"ADAM19","ADAM metallopeptidase domain 19"
